scrape_time,genre_en,genre_jp,rank,media_jp,title,link,date_original
2023_1208_0716,local,地域,1,RKB毎日放送,入院した妻を支えるため、34年間の野球人生にピリオドを打ったホークスの元タイトルホルダー～夫婦で歩む第二の人生～,https://news.yahoo.co.jp/articles/d62c237525183dcc560edcd77b0231e25b515d56,12/7(木) 16:26
2023_1208_0716,local,地域,2,北海道ニュースUHB,授業中居眠りする男子高校生の耳に“イヤホン”発見…「なんだこれは！」机を蹴り右耳を叩いた男性教師（63）を懲戒処分に 生徒ケガして保護者から連絡…他にも授業中に騒ぐ小学男児にゲンコツした女性教師（39）も減給に,https://news.yahoo.co.jp/articles/c5b3782dca3841eb78c8c4cf692cb27ae5e0d7f8,12/7(木) 19:28
2023_1208_0716,local,地域,3,ＡＴＶ青森テレビ,「担当業務をためて対応しきれなくなった」無断欠勤84日間で懲戒免職　職場からの連絡には一切応答せず…　その後に自分の処遇どのようになっているか自ら問い合わせ…,https://news.yahoo.co.jp/articles/57df1d7a2fe3363bc8624eaa23349fd8ea42cd43,12/6(水) 16:02
2023_1208_0716,local,地域,4,HBCニュース北海道,50代男性職員が時間外手当213万円を不正受給「席にいない」同僚が気づく…５年間で653時間分、職場で出会い系サイト閲覧などで懲戒免職　札幌市,https://news.yahoo.co.jp/articles/1e0e494a467f4edd7c66e4652d9b0fa8d51e13b4,12/7(木) 17:42
2023_1208_0716,local,地域,5,tbc東北放送,「自分の体に火をつけた」仙台市の住宅で火事　女性が死亡,https://news.yahoo.co.jp/articles/09182e15faf8eeb32d2fdea97c8b8b0843f4b865,12/8(金) 0:24
2023_1208_0716,local,地域,6,MBSニュース,【速報】「これ以上傷つけるのはやめて」宝塚歌劇団員死亡『15のパワハラ行為』遺族側が歌劇団に意見書提出　生前のLINEメッセージも公表　遺族が憤り,https://news.yahoo.co.jp/articles/840350e215b7760e6d529610178dcb75f99a332c,12/7(木) 16:00
2023_1208_0716,local,地域,7,静岡放送（SBS）,「『事故で死ぬかもしれないから車に乗るな』にしか聞こえない」“大井川流域”県議が川勝知事にチクリも…「私はリニア同盟会副会長」あくまで『推進』とかみ合わず=静岡県議会,https://news.yahoo.co.jp/articles/253c7609618dfd3a18fb9d0718acc3c691f1a69e,12/8(金) 6:02
2023_1208_0716,local,地域,8,MBSニュース,【速報】女子高校生を軽トラで自宅へ…その後ベッドで死亡　少女の体に『大量の咳止め薬成分』58歳の男逮捕「全く間違えとる」と否認,https://news.yahoo.co.jp/articles/96ba981630e8f8ca760c99139c33d5fde4522d78,12/7(木) 18:10
2023_1208_0716,local,地域,9,埼玉新聞,許せない…ネットに部落地域の写真掲載、表札・車ナンバー・墓石も撮影　住民男性ら、サイト公開している出版社を提訴「煮えくり返る思い」　出版社の代表「訪れてレポートしただけ。差別じゃない」,https://news.yahoo.co.jp/articles/db08e9e6423dbfa5e65008866726e7a513d76e71,12/7(木) 19:15
2023_1208_0716,local,地域,10,北海道ニュースUHB,大量のイワシが函館市の海岸に打ちあがる 中にはサバも…約1キロにわたり浜辺が魚だらけ 拾って持ち帰る住民も 函館市が現地調査,https://news.yahoo.co.jp/articles/042bb7561e87d5179fc9421c248a37ffd14afb4f,12/7(木) 13:38
