scrape_time,genre_en,genre_jp,rank,media_jp,title,link,date_original
2023_1208_0518,world,国際,1,朝鮮日報日本語版,「ハマスは性的暴行中に乳房を切り落とした」　音楽フェス生存者たちが衝撃証言,https://news.yahoo.co.jp/articles/6f559b972e1beade77e62c3fe36ffd5207e7a83c,12/7(木) 10:15
2023_1208_0518,world,国際,2,共同通信,首相、教団関係者と面会　旧統一教会、写真提供,https://news.yahoo.co.jp/articles/10d303e2b26d3a7d3e7914e9002b8d164ea5b8f7,12/8(金) 1:30
2023_1208_0518,world,国際,3,共同通信,中国入りは「賭けで恐怖だった」　周庭氏、カナダで心境,https://news.yahoo.co.jp/articles/d027ac9ff3e442ab8ee154c7a225da69ac862d1c,12/6(水) 18:43
2023_1208_0518,world,国際,4,中央日報日本語版,教え子の女子中学生に性的暴行の教師…中国、死刑宣告直後に処刑,https://news.yahoo.co.jp/articles/fa4aca95dafbce9bc92d9c4ca123659a1ed6044d,12/6(水) 14:43
2023_1208_0518,world,国際,5,共同通信,バヌアツ沖でM7.1　南太平洋,https://news.yahoo.co.jp/articles/0fe2a36f341a6d4d6fd415221f8718e83f585d5b,12/7(木) 23:02
2023_1208_0518,world,国際,6,BBC News,兵士の数も武器の数もロシア軍に劣る……「地獄」の前線、ウクライナ兵がBBCに証言,https://news.yahoo.co.jp/articles/fbedd185f893fc4593f43ba62b4125703a30f742,12/7(木) 20:08
2023_1208_0518,world,国際,7,TBS NEWS DIG Powered by JNN,中国「一帯一路」イタリア離脱を批判,https://news.yahoo.co.jp/articles/186d280353cd31c11afe1f3fb120b19d0a0bafb3,12/7(木) 18:24
2023_1208_0518,world,国際,8,BBC News,イタリア、「一帯一路」構想からの離脱を中国に通知,https://news.yahoo.co.jp/articles/63250df52001673f4ec4d142e04038bea682754e,12/7(木) 16:34
2023_1208_0518,world,国際,9,夕刊フジ,倒産続出〝ＥＶバブル〟終焉の中国　販売わずか５３６台、給料支給できない企業も…メーカーに在庫の山、荒々しい淘汰の波,https://news.yahoo.co.jp/articles/466cafd03ea0fb706aa9e58ec82293ce0beafccb,12/4(月) 17:00
2023_1208_0518,world,国際,10,夕刊フジ,恐ろしい〝ロシア化〟の真実　占領下「刑務所かパスポート取得か選べ」と脅された　ウクライナ通貨を下着に隠して脱出,https://news.yahoo.co.jp/articles/77ff3f0020799a77b718df832b00de30cb6b423e,12/7(木) 17:00
2023_1208_0518,world,国際,11,産経新聞,中国がイタリアの一帯一路離脱に「中傷に反対」と反発,https://news.yahoo.co.jp/articles/d374b64f0bb87f1c0e6edad3fde9728dacb66503,12/7(木) 18:01
2023_1208_0518,world,国際,12,KOREA WAVE,韓国人の特異な文化なのか？「凍死してもアイスアメリカーノ」という不思議,https://news.yahoo.co.jp/articles/5c1d3342045f5396007e208626f7d6cff2cb1295,12/8(金) 4:03
2023_1208_0518,world,国際,13,ニッポン放送,周庭氏の亡命　「運動を続けずに逃げてしまった」という中国当局のシナリオ通りに,https://news.yahoo.co.jp/articles/10384547327a8459638ff9e8d91cabf7dcf951be,12/5(火) 17:30
2023_1208_0518,world,国際,14,FNNプライムオンライン,【仏教界大激怒】ハメを外す僧侶…SNSに拡散されたAIフェイク画像が物議　作成者は懲役5年の可能性も　タイ,https://news.yahoo.co.jp/articles/a349150b618be7763729e57a3a188bb8fa1082c9,12/7(木) 20:32
2023_1208_0518,world,国際,15,中央日報日本語版,「男女問わず性的暴行したハマス…性犯罪暴露恐れ女性の解放拒否」,https://news.yahoo.co.jp/articles/c0759e710b6565858e7a724fc7cd425a789a0d24,12/5(火) 16:54
2023_1208_0518,world,国際,16,FNNプライムオンライン（フジテレビ系）,露反政府活動家「プーチンのいないロシア」呼びかけ,https://news.yahoo.co.jp/articles/691002fbe2aad6536b07bbe543fea4c22471dede,12/8(金) 3:27
2023_1208_0518,world,国際,17,ハフポスト日本版,テイラー・スウィフトの収益策が緻密すぎ。ファンからも「資本主義の女王」と批判されるその方法とは,https://news.yahoo.co.jp/articles/99f5df08a92f78d8e658909f6842c52b648fe6e8,12/6(水) 10:17
2023_1208_0518,world,国際,18,時事通信,NY株、もみ合い,https://news.yahoo.co.jp/articles/735d6829d57c06bebf2a3b78d445543c2ccac781,12/7(木) 23:52
2023_1208_0518,world,国際,19,BBC News,米上院、ウクライナなどへの軍事支援法案を否決,https://news.yahoo.co.jp/articles/88297a88efd0e1030e6ec0a84dae1a0d98336ed9,12/7(木) 11:17
2023_1208_0518,world,国際,20,共同通信,ウクライナ軍陣地、ネズミ大発生　食料に被害、前線にネコ送り駆除,https://news.yahoo.co.jp/articles/1bbc5fcbbc76527803537beb871741b4b6d3c2b9,12/7(木) 17:49
