Scrape Time,Genre EN,Genre JP,Rank,Media,Title,Link,Date
2023_1206_1449,local,地域,11,読売テレビ,【京アニ】家族亡くした遺族の悲痛な思い「（遺体が）腐っていくのを見ることしか…」「被告は他人事」,https://news.yahoo.co.jp/articles/ef1fb2a668eb0bd1e1ac4fb3911c38773cc5b5c9,11/30(木) 16:58
2023_1206_1449,local,地域,12,あいテレビ,「電磁波攻撃をとめろ」と一方的に言いがかり 新居浜一家3人殺害事件 初公判 被告の男(56)が起訴内容を認めるも、心神喪失による無罪を主張,https://news.yahoo.co.jp/articles/4ce8f49a49858fd830df9622b4aedaedb061f4dd,12/6(水) 10:11
2023_1206_1449,local,地域,13,静岡朝日テレビ,【異例】清水エスパルスがDFへの誹謗中傷に声明「極めて悪質なものであり、看過することはできません」警察や弁護士へ相談、法的措置も含め検討,https://news.yahoo.co.jp/articles/7ec916c629d643c8e692c994e0180cf455d6b16b,12/6(水) 13:39
2023_1206_1449,local,地域,14,OBS大分放送,オープン半年で経営破綻の複合施設「ネクストファーム」　運営会社が補助金3000万円返済せず　大分,https://news.yahoo.co.jp/articles/52c5591fb76935f9eb3f839d810b4c62550a998d,12/6(水) 11:44
2023_1206_1449,local,地域,15,読売テレビ,全身の94％にやけど...「生き残ったことがつらい」京アニ事件で負傷した社員の悲痛な思い「同僚助けられず自分を責める」,https://news.yahoo.co.jp/articles/acc1df1d80d5fdca40b56b9e19f64bd812cca089,12/6(水) 11:36
2023_1206_1449,local,地域,16,HTB北海道ニュース,「グラウンドに子グマがいる」小学校でクマ目撃　体長約８０ｃｍ　グラウンドには足跡　北海道・岩見沢市,https://news.yahoo.co.jp/articles/64e78b8c990dec76b75653d1bd5cb7f4e610ad5f,12/6(水) 11:59
2023_1206_1449,local,地域,17,とちぎテレビ,わざと標識に車をぶつけ4歳の孫を殺そうとした疑い　66歳の女を再逮捕,https://news.yahoo.co.jp/articles/8047488814e1e0a15855a4fb40a58a0aac769f4e,12/6(水) 11:24
2023_1206_1449,local,地域,18,ラジトピ　ラジオ関西トピックス,宝塚歌劇、東京宝塚劇場・宙組公演 12月24日千秋楽まで休演へ「公演への準備、整っていない」,https://news.yahoo.co.jp/articles/9f5f6c288b204f87d024d59ca433e3985d8180d7,12/6(水) 13:45
2023_1206_1449,local,地域,19,RKB毎日放送,小学生の男子児童（11）を“いきなり”壁に押しつける暴行か、逮捕された配送業の男（41）は「手を出していない」と供述,https://news.yahoo.co.jp/articles/890e420b2711336ceb6964f25d4a18129e5853fd,12/6(水) 12:36
2023_1206_1449,local,地域,20,ＫＲＹ山口放送,X（旧ツイッター）に愚痴や、上司を誹謗中傷する内容を投稿…下関市上下水道局の50代職員を減給処分,https://news.yahoo.co.jp/articles/988446208abbc0b2e8401de3de1b6cc664130870,12/6(水) 13:36
2023_1206_1449,local,地域,21,RCC中国放送,大きさは“戦艦大和” 1.5倍!呉で建造中 “世界最大級” 巨大コンテナ船に潜入!「スケールでかすぎ」新幹線のぞみ16両編成とほぼ同じ全長400m　船長室は“まるでホテル”,https://news.yahoo.co.jp/articles/0cac24d91271690c5ad0793dd936e2e0090d174e,12/5(火) 16:01
2023_1206_1449,local,地域,22,RCC中国放送,“世界最大級”コンテナ船　名称は「ONE INSPIRATION」大きさは“戦艦大和”の1.5倍  呉で建造  アジアとヨーロッパの物流結ぶ,https://news.yahoo.co.jp/articles/52fe7b09bda79d382159f647a6a907cd32de89ec,12/6(水) 11:57
2023_1206_1449,local,地域,23,南日本新聞,警報機の鳴る踏切…渡ろうとする小学1年の僕を突き飛ばし、身代わりになった女性　50回忌迎え「遺族にお礼を伝えたい」　福岡の男性,https://news.yahoo.co.jp/articles/1447d862548c5fd5f6d53d198a0f35cc6e57aacc,12/4(月) 17:33
2023_1206_1449,local,地域,24,tvkニュース（テレビ神奈川）,酒に酔った客のカードから200万円引き出したか　女2人逮捕　横浜市,https://news.yahoo.co.jp/articles/b29b332a0298ae3d2b3d45d9b3d0c2cb777500a1,12/6(水) 13:54
2023_1206_1449,local,地域,25,STVニュース北海道,小樽港が“小樽おなら”？標識の英語表記に間違い 30年以上気づかず「申し訳なく恥ずかしい」,https://news.yahoo.co.jp/articles/7007e9c7376eab6db7458cb91e4f84b00bd42628,12/6(水) 13:49
2023_1206_1449,local,地域,26,静岡放送（SBS）,清水警察署交通課長を逮捕　元交際相手に「命が続く限り、所定の行動をとる」100件以上脅迫メール送付やつきまとい行為か=静岡県警,https://news.yahoo.co.jp/articles/5377d88eedccd22623a1df43fdd89b3303715425,12/6(水) 13:57
2023_1206_1449,local,地域,27,静岡放送（SBS）,JR東海道線、人身事故のため富士駅～静岡駅間で上下運転見合わせ　運転再開は午後3時頃の見込み=JR東海,https://news.yahoo.co.jp/articles/6be264732fb85c927cc3f0f19d4d9a17df67fae3,12/6(水) 13:27
2023_1206_1449,local,地域,28,茨城新聞クロスアイ,【速報】茨城・土浦の2000万円入り金庫盗難　容疑の男2人再逮捕　茨城県警,https://news.yahoo.co.jp/articles/de932d59031441ccc34fef9daaa9cb6992d5274a,12/6(水) 13:59
2023_1206_1449,local,地域,29,静岡朝日テレビ,【速報】静岡県警が警部を逮捕　ストーカー規制法違反などの疑い,https://news.yahoo.co.jp/articles/dc0c65662d3b960785cb5430fecff9df7b6b3837,12/6(水) 13:35
2023_1206_1449,local,地域,30,RKB毎日放送,福岡市中心部の観光地「大濠公園」の池に“遺体”…60代くらいの男性か？警察が死亡原因を捜査,https://news.yahoo.co.jp/articles/c8e153b6bd0c3c039b3ecdb98a06a1966b2e659b,12/6(水) 9:18
2023_1206_1449,local,地域,31,北海道新聞,北海道・北見舞台のアニメ「どさこい」放映開始　1月9日未明　主題歌も決まる,https://news.yahoo.co.jp/articles/3214adf942ba3ad741a0cdf83bd58b19c12d593e,12/6(水) 14:00
2023_1206_1449,local,地域,32,ＢＳＮ新潟放送,北日本が寒気にすっぽり　上空に氷点下27℃以下の強い寒気が流れ込み…強風に注意・警戒を　新潟,https://news.yahoo.co.jp/articles/32a7be3b7b4e4909b281c152917022ee6ebf87f4,12/6(水) 12:51
2023_1206_1449,local,地域,33,HTB北海道ニュース,小樽港で身元不明の女性の遺体　警察が着衣の写真公開し情報提供呼び掛ける　ポーチに動物の死骸も,https://news.yahoo.co.jp/articles/32cb6d44d1082eb5e58042f908a308671d99463a,12/5(火) 20:41
2023_1206_1449,local,地域,34,ｔｙｓテレビ山口,「くそ上司」SNSにひぼうの匿名投稿、内容から市職員と推測 下関市の男性職員（50代）を懲戒処分,https://news.yahoo.co.jp/articles/0a75bf61b375207cea92d7ea4394e1c0f92c135f,12/6(水) 14:21
2023_1206_1449,local,地域,35,HOME広島ホームテレビ,安芸高田市議会を題材に大学で授業「色々変えようとしても通らない絶望感」 広島,https://news.yahoo.co.jp/articles/d1cbd58d3d2712469bde2c02c8691075e06a4c82,12/6(水) 10:05
2023_1206_1449,local,地域,36,琉球新報,機長席後方から異音…RAC機、那覇空港に引き返す　与那国行き　沖縄,https://news.yahoo.co.jp/articles/d058a36ecfc10c4c761282596f62ebcd16f39bf0,12/6(水) 12:12
2023_1206_1449,local,地域,37,九州朝日放送,工藤会系組員を逮捕　飲酒中に知人“引き倒し蹴る”,https://news.yahoo.co.jp/articles/6da8943a97eb3abba2b6ca21eb72bbae73bef089,12/6(水) 14:15
2023_1206_1449,local,地域,38,京都新聞,【速報】東山高齢男性刺殺事件　被害者は発見約1時間前、最寄りバス停から自宅方向に歩いて移動,https://news.yahoo.co.jp/articles/06354ff9251ee8e53f2aafa13ef75fc9bd4e5a2b,12/6(水) 11:51
2023_1206_1449,local,地域,39,TNCテレビ西日本,大濠公園の池に男性の遺体　６０代くらいか　警察が身元や死因を調べ　福岡市,https://news.yahoo.co.jp/articles/0b6771ad3917713da0e8bcc02cd920a62388bcf9,12/6(水) 11:21
2023_1206_1449,local,地域,40,MBSニュース,「本当に自慢の娘でした。娘を返して！と叫びたい」「死刑制度の議論は別の場所で行っていただきたい」遺族らが青葉真司被告に伝えた“ことば“【ドキュメント京アニ裁判⑰】,https://news.yahoo.co.jp/articles/6ed9828747fcf675d340f18df92e9a2f8e8c49d4,11/30(木) 9:55
