Scrape Time,Genre EN,Genre JP,Rank,Media,Title,Link,Date
2023_1206_1449,life,ライフ,12,朝日新聞EduA,【2024大学入試直前情報】駿台分析「今回ほど早慶にチャレンジしやすい年はない」,https://news.yahoo.co.jp/articles/130c506d3d7ff03f3ee9a22b122c14fa685020d6,12/6(水) 12:20
2023_1206_1449,life,ライフ,13,ねとらぼ,柴犬が見つけた瀕死の子猫、最後の力で立ち上がり……　優しさが救った小さな命が600万再生「感動と感謝です」,https://news.yahoo.co.jp/articles/0c35855d1711ea8db30ea10cad98746d3d75caf2,12/5(火) 22:00
2023_1206_1449,life,ライフ,14,婦人公論.jp,柴田理恵　要介護の母と会うと１カ月介護サービスを受けられず、施設にも入れず…＜孤独＞と向き合ったコロナ禍の遠距離介護で気づかされたこと,https://news.yahoo.co.jp/articles/769f3d25be69a5723dfc3422d537cd71ab0a5967,12/6(水) 12:32
2023_1206_1449,life,ライフ,15,東京バーゲンマニア,【売り切れ続出】「マジ天才かよ...」芸人やす子が本気で作ったセブンのパスタ、食べてみたら想像以上の味だった。≪編集部レポ≫,https://news.yahoo.co.jp/articles/54717cd6be0f67bc19046cc6cf6f54922315c3d7,12/4(月) 19:00
2023_1206_1449,life,ライフ,16,BuzzFeed Japan,3coinsの「仕切り付きフライパン」が便利！料理が楽になって、忙しい朝に大助かりです,https://news.yahoo.co.jp/articles/7960d94dc92c19dc3243c12cdee6b1c036bf0077,12/6(水) 13:35
2023_1206_1449,life,ライフ,17,ねとらぼ,猫のためにフカフカを敷いてみたら……　飼い主の厚意をことごとく無視する姿に「猫ってそんなもんw」「猫チャンあるある」,https://news.yahoo.co.jp/articles/9e8f30a018ab9e56c12815ba816836bdfa568e78,12/6(水) 11:00
2023_1206_1449,life,ライフ,18,FNNプライムオンライン,サバを開くと「アニサキス200匹以上」全国的に食中毒増加　酢でしめても、よく噛んでも死滅しない…予防法を聞いた,https://news.yahoo.co.jp/articles/b5c201cde1eaa563c13d2deabac0b104e37dd948,12/4(月) 20:02
2023_1206_1449,life,ライフ,19,Hint-Pot,「ジャカルタではまだ紙」　日本の便利なオーダー方法に感動したインドネシア人夫婦　「味はほとんど同じだった」料理とは,https://news.yahoo.co.jp/articles/bf58e31ff534ce3246214bb2647c3536bebf7545,12/6(水) 8:10
2023_1206_1449,life,ライフ,20,LIMO,学校から送られてきた「個人面談のお知らせ」　パンチの効いた誤植に思わず笑ってしまう,https://news.yahoo.co.jp/articles/b4125012e1a140d534a7a6fd6b437c556245c1cb,12/6(水) 5:07
2023_1206_1449,life,ライフ,21,クランクイン！,警視庁が教える「タオルの便利なたたみ方」に反響！　1万件超える“いいね”集まる,https://news.yahoo.co.jp/articles/7aebb532dc068a8c4b7bdb89e146a1248bfa9fbb,12/6(水) 11:35
2023_1206_1449,life,ライフ,22,Hint-Pot,タオルの便利なたたみ方　非常持ち出しにも使える警視庁の裏ワザに「参考になる」の声,https://news.yahoo.co.jp/articles/fa33f9011ca81b3f6930f487d29e072d3436d379,12/6(水) 13:31
2023_1206_1449,life,ライフ,23,ファイナンシャルフィールド,仮にヒーターを1ヶ月つけっぱなしにしたら、電気代はいくらになりますか？,https://news.yahoo.co.jp/articles/137d9287984b02f08d386a22ea4f8d68d164f07d,12/5(火) 12:10
2023_1206_1449,life,ライフ,24,産経新聞,ＫＡＤＯＫＡＷＡ　トランスジェンダー書籍　刊行中止に　著者「活動家主導のキャンペーンに屈した」,https://news.yahoo.co.jp/articles/9b75f1b9c36fe27f170d432bc41ebf3219e366c3,12/6(水) 12:30
2023_1206_1449,life,ライフ,25,ねとらぼ,壊れたボロボロの腕時計を修繕したら……？　新品のような生まれ変わりに「魔法のような変化」と驚きの声,https://news.yahoo.co.jp/articles/1469df5049b51268bb7aa473bf90967009d65add,12/6(水) 12:10
2023_1206_1449,life,ライフ,26,BuzzFeed Japan,ユニクロの「ふわふわセーター」がヘビロテ間違いなし。軽くて暖かいし、コーデの主役にぴったりです,https://news.yahoo.co.jp/articles/883ac01e37a1e666e1cdc148524bb9099ff992f5,12/5(火) 20:35
2023_1206_1449,life,ライフ,27,まいどなニュース,石川祐希、羽生結弦、大谷翔平…「イケメンだと思う日本人男性スポーツ選手」ランキング発表！,https://news.yahoo.co.jp/articles/d82e95a9752f837c28947f3263472df101b97d21,12/6(水) 12:10
2023_1206_1449,life,ライフ,28,ファイナンシャルフィールド,昼食は毎日会社近くの「そば」を食べています。麺類はコスパや栄養面はよいのでしょうか？,https://news.yahoo.co.jp/articles/229e17c851ef70dc91a476dc291c72c88ede9b67,12/6(水) 11:01
2023_1206_1449,life,ライフ,29,クランクイン！,かつや「年末感謝祭」4日間限定で開催！ 「カツ丼」など人気4品をお得な価格で展開,https://news.yahoo.co.jp/articles/a782f6031f86d9e2e52fdcd143df95a3aae1df0a,12/5(火) 10:55
2023_1206_1449,life,ライフ,30,ファイナンシャルフィールド,パートのダブルワークで「年収130万円」を超えたら国保加入になった!? 社保に入れなかった「悲惨な理由」とは,https://news.yahoo.co.jp/articles/6557d71728310590c55b997e78ebedd05c1c9d51,12/6(水) 13:40
2023_1206_1449,life,ライフ,31,Medical DOC,【闘病】疲れと思い込んでいたモノがSLEだったとは… 「完治しない」の説明に絶望,https://news.yahoo.co.jp/articles/28e764cfe3d5f82ee1a7e51030bd129196fd9ca6,12/2(土) 20:04
2023_1206_1449,life,ライフ,32,まいどなニュース,477人のママに聞いた「子どもが小さい頃に習わせておけばよかったこと」　2位は「ピアノなどの文化・芸術系」,https://news.yahoo.co.jp/articles/2217e92bf9bc93156b7dc05c6471ce7ad1db8683,12/6(水) 12:35
2023_1206_1449,life,ライフ,33,共同通信,藤井八冠、こまちに出発！　秋田新幹線、勝負めしも,https://news.yahoo.co.jp/articles/de4b32d83400c282c2659fee8179b2e36038d9ca,12/6(水) 14:11
2023_1206_1449,life,ライフ,34,ねとらぼ,インコが“断捨離”したドールハウス、中をのぞいてみると……？　衝撃の光景に「廃墟w」「大変なことにww」,https://news.yahoo.co.jp/articles/138e63cb7bc2546af5b1fff049a27366b8bb66ef,12/6(水) 7:30
2023_1206_1449,life,ライフ,35,オリコン,大好きな姉＆兄が帰宅、歓喜する“歳の差きょうだい”の姿に反響「どっちも可愛い」「癒しでしかない」,https://news.yahoo.co.jp/articles/2d591656546321a6a19c91262725b702330e16b0,12/1(金) 8:00
2023_1206_1449,life,ライフ,36,ねとらぼ,「漬物」がおいしいと思う都道府県はどこ？　3つの地域を紹介！,https://news.yahoo.co.jp/articles/5a54b1e67fe3728fe9fa345b6d5b5fcbc244c059,12/6(水) 12:25
2023_1206_1449,life,ライフ,37,Hint-Pot,日本のトイレは“異常に”きれいで先進的　英国の職場で知った衛生観念の違い　トラウマ級の出来事とは,https://news.yahoo.co.jp/articles/d1f1ac9546169f772dc973d116d4155c7762d012,12/4(月) 12:11
2023_1206_1449,life,ライフ,38,LIMO,アメリカで働く日本人の体験談に注目集まる　アメリカ社会の現実に「涙が出てくる」,https://news.yahoo.co.jp/articles/ad15e3cb2cd74cf3269b05468eb601f2ab914c53,12/6(水) 6:26
2023_1206_1449,life,ライフ,39,マイナビ子育て,ギャル曽根さん第三子のヘソの緒に違和感「これ何」「え、こんな何か残ってるの初めてなんだけど大丈夫？？」,https://news.yahoo.co.jp/articles/98aea356dfaf39de7f5fd957f3dd9d3dd2208110,12/6(水) 12:10
2023_1206_1449,life,ライフ,40,ねとらぼ,「大阪府で人気のゴルフ場」ランキング！　2位は「大阪ゴルフクラブ」、1位は？【2023年12月版】,https://news.yahoo.co.jp/articles/f2e39006311351a1681dc9affb153e6181626ae0,12/6(水) 13:05
