Scrape Time,Genre EN,Genre JP,Rank,Media,Title,Link,Date
2023_1206_1449,life,ライフ,1,Hint-Pot,ストリートビューで生前の父の姿を偶然発見　4年前に84歳で死去　奇跡の“再会”にネット「守られている」「私も探した」,https://news.yahoo.co.jp/articles/cf60672ef3b096ec4d1a890a16094cc8bc1f6125,12/6(水) 10:12
2023_1206_1449,life,ライフ,2,まいどなニュース,夢だったオープンまで1時間半、ワイン200本も店も全て焼けてなくなった　岡山の繁華街火災1年、ワインバー店主の軌跡,https://news.yahoo.co.jp/articles/db19684aefa63981330e5900536a00013e9ef398,12/6(水) 6:55
2023_1206_1449,life,ライフ,3,kufura,「洗面所に置いたら便利になったもの」トップ5！ちょっとしたことで日々の動作が効率的に,https://news.yahoo.co.jp/articles/39fb2be7e45796481691715aa5830671973c7d10,12/5(火) 22:10
2023_1206_1449,life,ライフ,4,ハフポスト日本版,清掃員は「神ごみ」と呼んでいる…ゴミ袋の出し方とは？「目から鱗」「人の優しさを感じる」と話題,https://news.yahoo.co.jp/articles/371f5a3ccaa75f172e3ef7c225d3eb0d81066988,12/6(水) 9:32
2023_1206_1449,life,ライフ,5,ファイナンシャルフィールド,クレカ加盟店でランチをしたら「ランチではクレカ払いを受け付けていない」と言われました。これって違法ですよね？,https://news.yahoo.co.jp/articles/c646b4d0aa5510368a4cfc78aa76d9f5c46692b6,12/6(水) 11:30
2023_1206_1449,life,ライフ,6,ファイナンシャルフィールド,エアコンの「電気代」と灯油ストーブの「灯油代」、1ヶ月でいくらかかる？,https://news.yahoo.co.jp/articles/0253e189c0ab42aa854a9baf1ef1f0676fb55c8f,12/4(月) 13:30
2023_1206_1449,life,ライフ,7,日刊ゲンダイDIGITAL,自民が断ち切れない旧統一教会との“ズブズブすぎる”関係 党中枢と教団トップ面会が常態化,https://news.yahoo.co.jp/articles/53d5686b3c53adc6c56b98b3e3560245d008f8b0,12/6(水) 13:50
2023_1206_1449,life,ライフ,8,ファイナンシャルフィールド,【累進課税】年収1億円の人は、どれくらい所得税を納めているの？,https://news.yahoo.co.jp/articles/fc8412a4bbceb9d7ebfec4988b3e7f5cab3533bb,12/6(水) 11:53
2023_1206_1449,life,ライフ,9,BuzzFeed Japan,【ユニクロ】はいた瞬間から暖かい。今なら1000円オフで買える「楽ちんパンツ」上品デザインでオンオフ着回せます！,https://news.yahoo.co.jp/articles/42a5c3693c4e2a84dccbc422377dd99010d838e9,12/4(月) 12:35
2023_1206_1449,life,ライフ,10,ファイナンシャルフィールド,2000円札を手に入れたので、5000円でコレクターに売ろうと思います。現金の売買は法律的によろしくないですか？,https://news.yahoo.co.jp/articles/b10a4ce92f8a9b5bdfc1e6980a6442b7e2d898fe,12/5(火) 12:20
2023_1206_1449,life,ライフ,11,ねとらぼ,掘り起こした土がなかったときのウサギ→ぼう然　では土があったときは？　うさうさブルトーザーに「想像を絶する可愛さだった」,https://news.yahoo.co.jp/articles/59d15d10c18cab6efbf333fcf64d42c166f13465,12/6(水) 14:00
