scrape_time,genre_en,genre_jp,rank,media_jp,title,link,date_original
2023_1207_1417,local,地域,1,MBSニュース,死後3年経ち発覚　夫は老人ホームでの”暴行死”だった疑い「阪神タイガース貯金が日課、『また勝ったー』と言うて」妻が語った生前の夫,https://news.yahoo.co.jp/articles/4facd68a78e2aca2a19fe6e4702ad2198eb69794,12/7(木) 7:31
2023_1207_1417,local,地域,2,埼玉新聞,乱闘…暴力団幹部と高校生ら12人逮捕、16～30歳の男性グループに暴行　「暴走族じゃないのにコルクかぶってんじゃねぇよ」の一言で…双方が深夜集結、店駐車場で大騒ぎ　女性が通報「大勢でけんか」　少年ら数人は不良グループメンバー,https://news.yahoo.co.jp/articles/ed5fd73e80611345824b20e610082480ebc2d40f,12/7(木) 7:49
2023_1207_1417,local,地域,3,読売テレビ,【速報】青葉真司被告に死刑求刑　36人犠牲の京都アニメーション放火殺人事件「日本の刑事裁判史上、突出して多い被害者数」,https://news.yahoo.co.jp/articles/8948760b5d40fb201dd48ff54ce702af57bd68d1,12/7(木) 11:09
2023_1207_1417,local,地域,4,河北新報,仙台市、7500万円相当の遺贈「遠慮します」　権利放棄の議案提出　コスト上回ると判断,https://news.yahoo.co.jp/articles/3e0298e3464c2acae4407de3bd4b65790423fe3e,12/7(木) 13:02
2023_1207_1417,local,地域,5,MBSニュース,"「小説ごときで娘は殺されたのか。絶対に、絶対に許さない。」「遺体を引き取って顔を見ました。そこで私は子守唄を歌いました」遺族らが青葉真司被告に伝えた""ことば""【ドキュメント京アニ裁判⑱】",https://news.yahoo.co.jp/articles/c834d6fd8cb4e860df16114bafb649d51028e597,12/6(水) 10:14
2023_1207_1417,local,地域,6,ＡＴＶ青森テレビ,「担当業務をためて対応しきれなくなった」無断欠勤84日間で懲戒免職　職場からの連絡には一切応答せず…　その後に自分の処遇どのようになっているか自ら問い合わせ…,https://news.yahoo.co.jp/articles/57df1d7a2fe3363bc8624eaa23349fd8ea42cd43,12/6(水) 16:02
2023_1207_1417,local,地域,7,京都新聞,実家経営の老舗シアターが廃業　52歳息子が両親に届けた「感謝」のメッセージ,https://news.yahoo.co.jp/articles/59a587c7e017d878684ca1af9a11779a1db982f5,12/7(木) 10:30
2023_1207_1417,local,地域,8,HBCニュース北海道,地下鉄「すすきの」駅で、女性は「落とし物を駅員に届けようとしただけ」⇒酒に酔った61歳の男は「痴漢扱いされた」でトラブル後、止めに入った駅員に暴行して逮捕,https://news.yahoo.co.jp/articles/8c2793058e245444cabe40e3c5c771860e0703ab,12/7(木) 10:31
2023_1207_1417,local,地域,9,MBSニュース,【独自】女児いじめ　自殺ほのめかしたノートに、担任教諭が「you can do it」と”花マル”　両親は困惑「助けを求めていたと思うんです。全く理解できない」,https://news.yahoo.co.jp/articles/549f88b6861d4a91ef8be0e5c681b1c47a815d2a,12/6(水) 11:55
2023_1207_1417,local,地域,10,北海道ニュースUHB,大量のイワシが函館市の海岸に打ちあがる 中にはサバも…約1キロにわたり浜辺が魚だらけ 拾って持ち帰る住民も 函館市が現地調査,https://news.yahoo.co.jp/articles/042bb7561e87d5179fc9421c248a37ffd14afb4f,12/7(木) 13:38
2023_1207_1417,local,地域,11,FBS福岡放送,【速報】大量の小銃と機関銃を販売した疑い　2人に計442万円で販売か　福岡県警,https://news.yahoo.co.jp/articles/3ff508d804917a97c4b7bdbfa29589822011c62d,12/7(木) 10:37
2023_1207_1417,local,地域,12,沖縄タイムス,熟睡した20代の衣服脱がせ性的暴行　容疑の48歳を起訴　那覇地検　被害者は全治不明の心的外傷後ストレス障害,https://news.yahoo.co.jp/articles/caa56464311928fd71ae0836702d1b82839601aa,12/7(木) 8:18
2023_1207_1417,local,地域,13,MBSニュース,宝塚歌劇団「出演者が体調不良で回復の見込み立たない」午前の雪組公演が急きょ中止,https://news.yahoo.co.jp/articles/d013501a009fe39849c8b2710cf48d9353a74b28,12/7(木) 13:00
