scrp_date,scrp_time,genre_en,genre_jp,rank,media_jp,title,link,date_original
2023-12-18,10:17,world,国際,1,KOREA WAVE,韓国女優、1100万円ドレス脱げ、下着露出という事故,https://news.yahoo.co.jp/articles/7c58ab75e15302021327fc6f7f187c79ed711572,12/17(日) 7:03
2023-12-18,10:17,world,国際,2,ハンギョレ新聞,パリのホテルから消えた１億２千万円のダイヤモンドの指輪…思わぬ場所で発見,https://news.yahoo.co.jp/articles/4e03feb0f9177d99533b82452deac350d73c161d,12/18(月) 6:54
2023-12-18,10:17,world,国際,3,時事通信,ハマス殲滅は単なるスローガン、真の目的は…◇東海大学客員教授・アラビア語同時通訳者　新谷恵司,https://news.yahoo.co.jp/articles/86fa963de9b34c863c11df466a07bc8e1776dc7e,12/18(月) 7:05
2023-12-18,10:17,world,国際,4,朝鮮日報日本語版,日本の高校生「読解力」が世界15位から3位に急上昇、その理由とは,https://news.yahoo.co.jp/articles/d5730177729af2ec9b660b449ce7ac3b82847247,12/17(日) 17:05
2023-12-18,10:17,world,国際,5,ＡＦＰ＝時事,ハマス地下トンネル網への海水注水、専門家は懸念,https://news.yahoo.co.jp/articles/f772094018f780fe9d2b54058cb407ac7a61b879,12/16(土) 17:16
2023-12-18,10:17,world,国際,6,共同通信,渡河作戦は「自殺任務」　ウクライナ軍の兵士証言,https://news.yahoo.co.jp/articles/573a50968c22caa21863c4456cfd715f9ef43707,12/18(月) 9:17
2023-12-18,10:17,world,国際,7,朝鮮日報日本語版,深夜のホテルで大規模火災…42 人負傷、一部宿泊客は隣のビルに決死のダイブ　／仁川,https://news.yahoo.co.jp/articles/84adb56acc2f40f16b1b34622e56206c07fe0f79,12/18(月) 7:56
2023-12-18,10:17,world,国際,8,中央日報日本語版,「ウクライナ、敗戦の可能性」…結束が揺らぐ米・ＥＵの援助遅延,https://news.yahoo.co.jp/articles/c3153438bff82344c10dc85234ea0ac498e9564f,12/18(月) 9:05
2023-12-18,10:17,world,国際,9,朝鮮日報日本語版,寒波で次々と「パリッ」…走行中の韓国高速鉄道で窓ガラス約30枚に無数のひび,https://news.yahoo.co.jp/articles/411de3ed317ca574f1d358b5b4d58879049d1987,12/18(月) 9:24
2023-12-18,10:17,world,国際,10,中央日報日本語版,「車両移動可能」…イスラエル、「最大規模」４キロのハマストンネル発見,https://news.yahoo.co.jp/articles/2bf62c97122d44b8d7d62228df487d2df686bdaa,12/18(月) 8:20
2023-12-18,10:17,world,国際,11,朝鮮日報日本語版,韓国ダイソー、日本・大創産業の全持ち株を取得,https://news.yahoo.co.jp/articles/e844297962bd87ead212351c8661e00697aae5b9,12/14(木) 10:45
2023-12-18,10:17,world,国際,12,ハンギョレ新聞,韓国の少子高齢化速度「最悪の最悪」…すべての予測値が誤り,https://news.yahoo.co.jp/articles/4a0fb7091ffea9e7261d825917c137be4e191395,12/18(月) 9:09
2023-12-18,10:17,world,国際,13,中央日報日本語版,「ドアが閉まります」放送したのに…動き出すＫＴＸにしがみついた外国人,https://news.yahoo.co.jp/articles/460f8510901c061ee7ccbced0ae1ed080ca63ca1,12/18(月) 6:36
2023-12-18,10:17,world,国際,14,中央日報日本語版,免疫力が落ちた人の９割以上感染…新型コロナ以降急増した病気,https://news.yahoo.co.jp/articles/6bd022a7a1cc0e2b2abc40c9d7993340262dd698,12/13(水) 7:07
2023-12-18,10:17,world,国際,15,中央日報日本語版,韓国、ＫＴＸの窓ガラスを割った寒波…北極発「冷気の高速道路」が開通,https://news.yahoo.co.jp/articles/236fc17c0ab9c3e2558653bacdd0d6518697bcfd,12/18(月) 9:07
2023-12-18,10:17,world,国際,16,中央日報日本語版,イスラエル軍「ハマスとの戦争で人質１０００人以上を捕まえた」,https://news.yahoo.co.jp/articles/5943aa0c211e229f8af50812c3b3758bb13c1bd0,12/18(月) 9:35
2023-12-18,10:17,world,国際,17,KOREA WAVE,韓流女優「韓国軍の行事でセクハラ被害」告白…「囲んで胸を触った」,https://news.yahoo.co.jp/articles/408a5f32235b8507497f70c166f04c67238d3651,12/11(月) 18:03
2023-12-18,10:17,world,国際,18,中央日報日本語版,「国家ＧＤＰ３％を横領」…ベトナムを揺るがした大胆不敵の女性の正体,https://news.yahoo.co.jp/articles/51e91d704ceacad4292629fa03c3a06d5a97657e,12/18(月) 7:23
2023-12-18,10:17,world,国際,19,FNNプライムオンライン,【車も通行可能】イスラエルとの境に…ハマス最大の地下トンネル発見　長さ4キロ超、深さ最大50m　軍が発表　,https://news.yahoo.co.jp/articles/341aabbdc3b1d49574ba3bc04349ec88702ab48d,12/18(月) 9:43
2023-12-18,10:17,world,国際,20,KOREA WAVE,客「この刺し身、1万1400円？」店主「あそこのテーブル、文句言わずに食べているぞ」…韓国で新たなぼったくり疑惑,https://news.yahoo.co.jp/articles/ba0078c4d782a92725ddc64c046cce62c743accc,12/15(金) 4:03
2023-12-18,10:17,world,国際,21,ＡＦＰ＝時事,イスラエル軍、ガザの教会で母子射殺,https://news.yahoo.co.jp/articles/0cadf25e3ca2cc530e2a40a55e65751c25c975e5,12/17(日) 11:46
2023-12-18,10:17,world,国際,22,中央日報日本語版,ロシア軍を悩ます北朝鮮製砲弾…分解してみたら「衝撃の状態」,https://news.yahoo.co.jp/articles/f9a000a0b2eb562254a9c2135d3226ac16e5cb6e,12/14(木) 9:28
2023-12-18,10:17,world,国際,23,中央日報日本語版,紅海の航行妨げるフーシ派…「スエズ運河通れず」世界物流大乱の恐れ,https://news.yahoo.co.jp/articles/4729a9c0d4b4bbbfad89e166f482a1375fbb08ad,12/18(月) 7:37
2023-12-18,10:17,world,国際,24,ロイター,「不法移民は米国の血を汚している」、トランプ氏が再び過激発言,https://news.yahoo.co.jp/articles/78f6318488026f60f567177f83ac3d0d3d8fabd5,12/18(月) 9:12
2023-12-18,10:17,world,国際,25,共同通信,ロシア、NATO加盟国攻撃否定　米大統領発言「完全なたわ言」,https://news.yahoo.co.jp/articles/49dc430cd737b58d482aa45aa1ccdf367fbe122e,12/18(月) 5:01
2023-12-18,10:17,world,国際,26,CNN.co.jp,追跡するハマスのガザ最高指導者の「余命あとわずか」、米政府高官,https://news.yahoo.co.jp/articles/526b50ff972fdf51dc758ead16b2dd9ceff23cef,12/16(土) 15:00
2023-12-18,10:17,world,国際,27,ロイター,コンテナ船大手、スエズ運河航行回避へ　紅海での攻撃受け,https://news.yahoo.co.jp/articles/c5f1466dd20c2f43496ef3eb6c0aa91ee9414b21,12/18(月) 9:38
2023-12-18,10:17,world,国際,28,共同通信,ガザ、4キロのトンネル発見　イスラエル軍、戦果誇示,https://news.yahoo.co.jp/articles/421c988c7874df9c4ae083cf0a5b406573f39d9d,12/18(月) 8:33
2023-12-18,10:17,world,国際,29,中央日報日本語版,空軍パイロット出身のヨルダン王女、軍服着てガザ地区に向かう,https://news.yahoo.co.jp/articles/e3bac9647c042a61c0307a92d72a520b2eae59e1,12/17(日) 12:35
2023-12-18,10:17,world,国際,30,CNN.co.jp,ガザのトンネル、注水に耐えることを念頭に設計　ハマス関係者が発言,https://news.yahoo.co.jp/articles/16eeeff6160c91fc9c0a81346bb17d7bb4fd4f85,12/15(金) 16:25
2023-12-18,10:17,world,国際,31,産経新聞,ロシアが砲弾の見返りを北朝鮮に提供　賞味期限切れの小麦粉、余りものか,https://news.yahoo.co.jp/articles/f3c4c37a999e9c470ef592f59f273c3fcb534b27,12/15(金) 20:03
2023-12-18,10:17,world,国際,32,朝日新聞デジタル,YOASOBIが韓国で初のコンサート　チケット1分完売で公演追加,https://news.yahoo.co.jp/articles/07c69e7b0e3c813399bd616156638ec943a37be9,12/17(日) 21:37
2023-12-18,10:17,world,国際,33,中央日報日本語版,「隣の建物の屋上へ飛び移っている」…ホテルを包んだ炎からの決死の脱出劇＝韓国,https://news.yahoo.co.jp/articles/b2c90e5a153391bb2cc7e29d6332dffedfa0e41c,12/18(月) 6:59
2023-12-18,10:17,world,国際,34,CNN.co.jp,６年間行方不明だった英国の少年、フランスで見つかる,https://news.yahoo.co.jp/articles/09a9833235af4ee9e811eebf7c225e74d68a1319,12/15(金) 10:45
2023-12-18,10:17,world,国際,35,CNN.co.jp,イスラエル軍、ガザでハマス最大のトンネルを発見と発表,https://news.yahoo.co.jp/articles/7ec6de2640121aad5a2e4c88abee21587e83a4d7,12/18(月) 9:35
2023-12-18,10:17,world,国際,36,ＡＦＰ＝時事,ガザ最大級の地下トンネル発見 イスラエル軍,https://news.yahoo.co.jp/articles/2ca08d128dea2c9074f1695a9d51ed2e4605f357,12/18(月) 9:07
2023-12-18,10:17,world,国際,37,中央日報日本語版,「白旗振って助け求めたが」…イスラエル、人質３人を誤認射殺,https://news.yahoo.co.jp/articles/e081b9bde0965d58e491fcacd88072ea441ce9c2,12/18(月) 6:59
