scrp_date,scrp_time,genre_en,genre_jp,rank,media_jp,title,link,date_original
2024-07-19,17:07,life,ライフ,1,ねとらぼ,プロが本気で“アンパンマンの塗り絵”をしたら……　衝撃の仕上がりが360万再生「凄すぎて笑うしかないww」「チーズが、、、」,https://news.yahoo.co.jp/articles/ab1a1565a749fad10e70697b796763dd8a57c113,7/18(木) 22:00
2024-07-19,17:07,life,ライフ,2,産経新聞,国公立大医学部合格ランキング　灘、洛南、愛光が合格者７０人超　日比谷は２２人増,https://news.yahoo.co.jp/articles/5028e073cee559bbba4263d509108dcc337ad9c3,7/19(金) 15:08
2024-07-19,17:07,life,ライフ,3,Hint-Pot,ニュージーランド人「日本のは格別においしい」　母国との違いに仰天　虜になった好物の食べ方とは,https://news.yahoo.co.jp/articles/a8e30ec8ceac1ae1a681e67bc29476a59f096fff,7/19(金) 14:14
2024-07-19,17:07,life,ライフ,4,ねとらぼ,「お釣りで新紙幣来た！！！！！と思ったら……」　“まさかの正体”に「吹き出してしまった」「逆に……」,https://news.yahoo.co.jp/articles/0dfe4bffcb5c7d1d02ecc5cd6ed35937dab93ed8,7/19(金) 7:30
2024-07-19,17:07,life,ライフ,5,オリコン,33歳差カップル、24歳彼氏はなぜ57歳彼女と付き合った？ いつか「彼の両親に伝える」日のために,https://news.yahoo.co.jp/articles/a775b23a3b4058628b68676d990046dde12a8a5b,7/18(木) 8:30
2024-07-19,17:07,life,ライフ,6,ねとらぼ,若者「新札の5000円札貰いましたよ！」→まさかの正体にツッコミ殺到　「どこに眠ってたんだ」「逆にレア」,https://news.yahoo.co.jp/articles/1e939bdb41884c79bae0617b9294202076815ad4,7/19(金) 8:15
2024-07-19,17:07,life,ライフ,7,Hint-Pot,デンマーク人「効果はあるんですか？」　酷暑の日本で疑問に思った　日本人には当たり前の光景とは,https://news.yahoo.co.jp/articles/8c91ca7203dccbdc70f6c5412066c962259ce8e9,7/18(木) 6:10
2024-07-19,17:07,life,ライフ,8,Medical DOC,高田延彦が発症した「心房細動」とは? 初期症状・なりやすい人の特徴も医師が解説,https://news.yahoo.co.jp/articles/4a0b3ccc7f5a26e29953d0aa4fed73b18782de4c,7/19(金) 13:01
2024-07-19,17:07,life,ライフ,9,ファイナンシャルフィールド,息子の誕生日で「PS5」を購入した翌月の電気代が「1500円」ほど高くなっていました。ゲーム機が原因でしょうか？,https://news.yahoo.co.jp/articles/381a73345c66a8f7ab2be369174ee3de8b0de519,7/18(木) 18:30
2024-07-19,17:07,life,ライフ,10,日刊ゲンダイDIGITAL,マイナ保険証ゴリ押しへ新たな「ニンジン作戦」…10月からこっそり診療報酬4割アップの姑息,https://news.yahoo.co.jp/articles/8d9bd4c4092b5ece225c2b101230f24edd2be717,7/19(金) 11:32
2024-07-19,17:07,life,ライフ,11,BuzzFeed Japan,【ほっかほっか亭】天ぷらたっぷりでご飯が見えない！ボリューム満点の「てんこ盛り丼」海鮮づくしで贅沢なんです！《実食レビュー》,https://news.yahoo.co.jp/articles/68f4c569b7b6b848ab629749e4f7637f9293aaad,7/19(金) 11:35
2024-07-19,17:07,life,ライフ,12,FNNプライムオンライン,ハーフパンツの制服導入に賛否「子供っぽい」の声も…「10年に一度」猛暑でビジネスシーンにも浸透する?　千葉・市川市,https://news.yahoo.co.jp/articles/e5b79bce63321d94d0800cde9c7d253ee0b93346,7/19(金) 11:02
2024-07-19,17:07,life,ライフ,13,まいどなニュース,「メッチャ斬新！」高校野球和歌山大会で注目集めた“レゲエ校歌”　給与未払い、教職員ボイコット、生徒募集停止…苦難の高校の新校歌だった,https://news.yahoo.co.jp/articles/18eb67772b71229bb116da2baa60698fa19da9a5,7/19(金) 12:45
2024-07-19,17:07,life,ライフ,14,婦人公論.jp,激しい頭痛で生きる気力を奪われて。鎮痛剤の飲み過ぎで肝臓に影響、ついに頭痛外来へ。月に1万円は痛いけれど、背に腹は代えられない,https://news.yahoo.co.jp/articles/113265d99cb0f8215261d1c690b8fbe7b61ac902,7/19(金) 12:31
2024-07-19,17:07,life,ライフ,15,BuzzFeed Japan,【GU】大人コーデに1本は持っておきたい！新作の「2990円パンツ」脚がすらっと見えるし、動きやすい名品でした《着用レビュー》,https://news.yahoo.co.jp/articles/30d0b60c33696256b7bc8fd9eed4202b4ea5042d,7/19(金) 16:05
2024-07-19,17:07,life,ライフ,16,ねとらぼ,家具を覆うシートに貼り付いてしまったトカゲ、身動きがとれず……　大ピンチを切り抜けた救助劇にほっとする【イタリア】,https://news.yahoo.co.jp/articles/34873938bd53763a38327899362df9a870ebfdfd,7/19(金) 15:05
2024-07-19,17:07,life,ライフ,17,ほ・とせなNEWS,ひ孫にデレデレな91歳の曽祖母　91歳差の優しいばあばとの関係に「嬉しそう」「メロメロ」の声,https://news.yahoo.co.jp/articles/6b1b4398895f150f9c67b4168108964c41952d58,7/19(金) 15:00
